id,tweet,class,Mina,,Sherif,,Mostafa
1935, أحوال البشر عند الموت وفي البرزخ.. http://t.co/T4xc1b3hpS ',neu,,,,,
1937, كيف يكون للمستحيل ... ♣ معنى  ♣..↓ وانت تعلم ان اللة على كل س شى قدير ',pos,,,,,
1939, الى كل اللى فى تويتر صباح الفل والعسل والياسمين للى صبحنا عليه واللى مصبحناش عليه ^_^ ',pos,,,,,
1940, غايتو لو شفقان علينا ما اظنك يوم تسافر ',neg,,,,,
1941," """"""شغل مفيش شغل ،، سفر مفيش سفر ،، حتي النوم مفيش نوم -.-"""""""" '",neg,,,,,
1942, @IamHossam3 عشان اخدك من على اول الشارع و نمشى شارع مؤمن دا مع بعض ',neu,,,,,
1943, @VodafoneEgypt فرع حلميه الزيتون ',neu,,,,,
1944, غضبا فلا ابلي ولكن عافيتك اوسع لي اللهم اعوز بنور وجهك الذي اشرقت به الظلمات وصلح علي امر الدنيا و الاخرة ما ان ينزل غبضك او يحل علي سخطك ',pos,,,,,
1945, @Soda2094 صباحك سكررر ',pos,,,,,
1948, بتزكر كان عندي امتحان علوم تجريبي وكنت صف خامس ورايحة ومش دارسة ف بدا القصف 11 ونص وسحبت حالي وشردت جراي ع الدار  ينعنها من ايام ',neg,,,,,
1951," """"""أوقف حاجز ضهر البيدر و. ر. (1969، نيجيري) بجرم ترويج عملة مزيفة. #قوى_الأمن #لبنان"""""""" '",neu,,,,,
1953," ""الحق بالجهل! http://t.co/JgkaxODnjI الفضل شلق يكتب \""""علمت شيئا وغابت عنك أشياء \""""ما نجهل أكبر بكثير مما نعرف\"""" @tabarakil  @Ayonadre '",neu,,,,,
1954, موجز #الصحف العربية http://t.co/yLrnTU84oZ ',neu,,,,,
1956, @dalialwaleed909 @i3lAmYaT @NadineKh قمر منور ',pos,,,,,
1957," """"""ليس في إسلامنا ما نخجل منه ، وما نضطر للدفاع عنه ، وليس فيه ما نتدسس به للناس تدسساً ، أو ما نتلعثم في الجهر به على حقيقته."""""""" '",pos,,,,,
1961, @lollita_lyla يارب ويسعدك ^^ ',pos,,,,,
1964, اللهم وأحفظ أحبتي وغبنتي من كل سوء  اللهم وأجرنا من مضلات الفتن ما أبقيتنا ',pos,,,,,
1965, اتصل بنا واقض أجمل الأوقات في تركيا 00902125100660 00905385878555 فايبر واتسأب تانغو info@viparac.com ',neu,,,,,
1970, الحسد ياكل الحسنات كما تاكل النارالحطب ',neu,,,,,
1971, ليكن كلامك مع من حولك عنوانه دائماً الإيجابية والتفاؤل ..  وأساسه محبة الخير للغير .. صبــــاح الـــ خير ',pos,,,,,
1976, @tebahtaybah ياعم ملعون ابوة على ابوك انتة واجع دماغى اهلى لي على الصبح قوم يابنى شوفالك لعبه ',neg,,,,,
1977, @magdymohamed_ @zszs1122 @Muslim555Arabic هم الوزيرالعلقمي وازﻻمه الذين فتحواابواب بغدادللتتارالمغول هم احفاد ابي رغال رائدالعدروالخيانه... ',neg,,,,,
1979, يسعدلى هالصباح على عيونكو الحلويين ',pos,,,,,
1980, بقينا اتنين غراب عن بعض.. ',neg,,,,,
1985," """"""لا تُظهِر للمتحدث معرفتك بكل معلومة هو يتحدث عنها، فالإنصات نصف الأدب."""""""" '",neu,,,,,
1988, @khokhafelefiluw صباح الفل والعسل والياسمين بقا ^^ ',pos,,,,,
1989, قل أعوذ برب الفلق من شر ماخلق ومن شر غاسق إذا وقب ومن شر النفاثات في العقد ومن شر حاسد إذا حسد ',neu,,,,,
1990, @dr_ahmedsami1 يانهاااار جهل ',neg,,,,,
1991, @JenO_Ona  في كل من شارع النيل بجانب برج الاتصالات والساحة الخضراء في الثلاث ايام ذاتها.. منظمة منتدى الشباب منظمة الوصول للرعاية الإنسانية ',neu,,,,,
1992," ""\""""تشبه الحياة\"""" ديوان جديد للشاعرة أميرة الأدهم عن دار \""""ميريت\""""  #CBCtwo @CBCeXtra http://t.co/BqJyCcCkDq '",neu,,,,,
1994, @PEP_144 @dbelhoul  لا ينضم لجماعة أﻷخوان ألا من كان غبي ..أذكر أمامة : السيسي .محمد بن زايد. عبد الله..وسينهار وينكشف ويظهر انتمائه للخرفان ',neg,,,,,
1995, اللهم لا سهل الا ما جعلته سهلا .... الله يوفق  كل طلاب التوجيهي وما يضيعلهم تعب ...  دعواتكم لاختي ... ',pos,,,,,
1997, حبيت جميل ياريتني ضله عاشق الجمال والحسن ده كله ومن الشباك لارميلك حالي من كتر خوفي عليك ما بنام http://t.co/SfiQhQXbTJ ',pos,,,,,
1998, القبض على 7 عناصر إرهابية وتدمير 5 بؤر ب #الشيخ_زويد في حملة أمنية ب #شمال_سيناء #CBCeXtra ',neu,,,,,
2001, #تويب_تقوله_هابي_نيو_يير  #احلي_تويب_في_2014 @Romantic_Noona احلى من احلى حاجة حصلت فى 214 كل سنة وانتى معايا دايما &lt;3  &lt;3 ',pos,,,,,
2002, #غرفة_الأخبار   متابعة حركة المرور والأزدحام بشوارع وميادين القاهرة لصباح يوم 27 ديسمبر 2014 https://t.co/pcA8Fg2olo ',neu,,,,,
2004, @LolokokoFarag تسلملى يارب ',pos,,,,,
2008," """"""(قال أنا يوسف وهذا أخي قد من الله علينا إنه من يتق ويصبر فإن الله لا يضيع أجر المحسنين) ذكر منة الله بالتقوى والصبر ، وعدل الله في الجزاء."""""""" '",pos,,,,,
2010," """"""مُعَلَّقٌ أنَا عَلَى مَشَانِقِ الصَبَاحِ، وَجَبهَتِي بِالمَوتِ مَحنِيَّة.."""""""" '",neg,,,,,
2013, اللهم لك الحمد كما ينبغي لجﻻل وجهك ولعظيم سلطانك ',pos,,,,,
2015, صباح الخير علي اوسخ حكام في العالم كله ',neg,,,,,
2016, شكلك وحش اوى .بس انته واشكالك مفيش عندكوا دم. http://t.co/B0Vs9XrOtf ',neg,,,,,
2017, اللّهُمَّ اجْعَلنِي مِنَ التَّوّابينَ وَاجْعَلْني مِنَ المتَطَهّرينَ ',pos,,,,,
2020, @munii321 احلا عملاقه ',pos,,,,,
2022," """"""سولفي ، و اِخجلي بصوتك هديل الحمام وعلّمي الليل ليھ الليل عاف السكون ؟! http://t.co/2fiKg7dMZh"""""""" '",pos,,,,,
2023," ""I\""""m at Gardens Street   شارع الجاردنز in Amman https://t.co/GIPXqKcjw3 '",neu,,,,,
2024, خلص اللي درس درس واللي طبل طبل  اهم اشي االصحه ✌ #صباح_الخير ',pos,,,,,
2025, يعني حزين و بيتنرفز و مداااايق ياربي :@@@ !! عاااااااااااااااااااااااااااااااا ',neg,,,,,
2030, {يَاأَيُّهَاالَّذِينَ آمَنُوا اتَّقُوااللَّهَ وَلْتَنْظُرْنَفْسٌ مَاقَدَّمَتْ لِغَدٍوَاتَّقُوااللَّهَ إِنَّ اللَّهَ خَبِيرٌبِمَاتَعْمَلُونَ} ',pos,,,,,
2031," ""31 ديسمبر آخر موعد للتقدم لمسابقة \""""أفضل 10 كتب\"""" لعام 2014 http://t.co/hPccN2l79J '",neu,,,,,
2032, @NNevenadel دايما منوره الدنيا ',pos,,,,,
2036, كلنا هنشيل لا استثني احد ',neg,,,,,
2037, اسكت ليه دا انا بس بقول اسمها برتاح ',pos,,,,,
2042, @mahmoud_hannoun درست دين 10 سنين الحمد لله و بعرف كيف أتعامل معه .. ',pos,,,,,
2044, خير يعني لما اصحي علي اوكا و اورتيجا #دلع_بنات ',pos,,,,,
2047, @tareekelhedaya @Eng_Mohammed001 ربنا يكرمك .. اصل ربنا رزقنا باحمد عنده اسبوعين افتكرتك شوفتى صورته ',pos,,,,,
2049, @tareekelhedaya @Eng_Mohammed001 جزيتى الجنة ان شاء الله هبلغه ',pos,,,,,
2050, لمجرد انك لسه عايش دة دليل على انك لسه قادر تعمل حاجات كتير.. ',pos,,,,,
2052," ""\""""@Shorouk_News: صباح الخير قرّاء «بوابة الشروق» :)   http://t.co/V0uICgfafd http://t.co/iXPUNeUv8P\"""" '",pos,,,,,
2054, يارب نعوذ بك من علم لا ينفع ومن قلب لا يخشع  ومن نفس لا تشبع ',pos,,,,,
2055, د                                 السعاده ليست حظاً ولا بختاً إنما هي قدره من داخل نفسك ',pos,,,,,
2057, غم  وهم  يتجدد  وعصابات  سامة  تنخر  غى  عظام  مجتمع  عتيق ما ااسواما  يحدث  من  نزيف  الفتل  اليومى  قى  شوارع  القاهرةمن  فنل  جنود  ا ',neg,,,,,
2059, مش عارف ليش اغلب البنات هون شايفات حالهن .. بلا ع شو ؟ ',neg,,,,,
2061, ﻻ إله إﻻ أنت سبحانك اني كنت من الظالمين .. http://t.co/PqssIZOykd ',pos,,,,,
2062, @So_ZakaRia هو معدل تغير السرعه بالنسبه للمسافه ويقاس بالثانيه او الدقيقه او الساعه ',neu,,,,,
2064, مش من حقك تعرف ...يا حبيبي ! ',neg,,,,,
2065, - السعوديون بدأوا في فقدان أتزانهم العصبي مع فشل مخططهم في إسقاط الاقتصاد الروسي والإيراني طوال الأشهر الأربعة الماضية ',neg,,,,,
2066, @memoali4ever  لا ولا دحيح ولا نيلة بس في مستقبل بيضيع والامتحان بعد بكرة ',neg,,,,,
2067, @misry6688 بارك الله فيك وجزاك خيراً http://t.co/HsbbTbVyhb ',pos,,,,,
2071," """"""مصيبتنا الان هي الانا و تعظيم الذات مع ان لو فكرنا شويه هنلاقي ان احنا ولا حاجة،  #اقهر_ذاتك"""""""" '",neg,,,,,
2075, صباح بغاشا ياباشا ع كل واحد مستنينا ✋ ',pos,,,,,
2076, فيلم اخرجته انجولينا جولي يتصدر  شباك التذاكر  #amman #معاذ_الكساسبة http://t.co/fqCikHIiRZ ',neu,,,,,
2077, بالمحصلة وبالنتيجة ما في لا بكرا ولا مبارح بس فيه اليوم اللي لازم تبسط حالك في قدر الامكان.. ',pos,,,,,
2078, @AmsloughAsmae محمد عساف.. بطاقات حفله الكبير ليلة رأس السنة نفذت بالكامل!  http://t.co/AdUChSrUc2 ',neu,,,,,
2079, التايم لاين كله فشله ... طيب فين الدحيحه ؟؟ ',neg,,,,,
2080, أيه النكد دا رايحة الامتحان و وحده مشغله مصطفي كامل بصوت عالي أوي أنا ناقصه !!! :/ ',neg,,,,,
2081," ""\"""" #تويوتا\"""" يمكن أن تزود موديل \""""لكزس أل أس\"""" بمحرك هيدروجيني   للمزيد   http://t.co/H9I6tknQ7o http://t.co/ukrAyG6vr5 '",neu,,,,,
2083," """"""بعض الأشيآء نحتآجهآ وأخري نتمنآهآ ، ولآ نحصل إﻵ علي ما قدره الله لنآ ؛ ف اللهم قدر لنآ الخير حيث كآن ثم آرضنآ به !~"""""""" '",pos,,,,,
2085, @Defoo_Mo3gza البقاء لله ي صحبي :(((( ',neg,,,,,
2086, علماء: الأرق يسبب آلام الظهر   للمزيد   http://t.co/LJCcJxlxU9 http://t.co/ML5Js5lJMQ ',neu,,,,,
2087, يسعد صباحكم ',pos,,,,,
2089, التحكم المروري: حركة المرور كثيفة من المدينة الرياضية باتجاه الكولا وصولاً الى نفق سليم سلام ',neu,,,,,
2091, @Nanicool_010 ممكن نتعرف على هالطيز الحلوة http://t.co/Zewy8TY5oK ',neg,,,,,
2092, @samar_meroo19 بونجوووغ مادموزيل ',pos,,,,,
2095," ""الناتو يقتل ثلاثة 3 أفغان بـ\""""الخطأ\"""" http://t.co/T0aB79F7ZK '",neg,,,,,
2098, @almonajjid الفرح بلقاء الله ',pos,,,,,
2101, اللهم ارزقنا البر والتقوي http://t.co/DsRfQ0dBDc ',pos,,,,,
2102, كنا في الوقت هاد قبل 6 سنين انا @Mustafasamir12  مع @AlaadinAsqoul1  بندور على @aBOzAINKuhail  وروحنا ع خانيونس وسبناه في غزة على انو شهيد ',neg,,,,,
2103, محافظ #القاهرة : افتتاح 11 مركز تكنولوجي لدعم وتدريب ذوى الاعاقة وشباب المناطق العشوائية #CBCeXtra ',pos,,,,,
2104, غزة بين ذكرى حرب و أخرى .. وما زالت .. الحرب لم تنطفئ بعد ..  27  12 ',neg,,,,,
2105, وعندمآ نشتآق لأحد و بشده... يصبح العآلم و كآنه خالي من البشر .. ',pos,,,,,
2106, الراعي يترأس الصلاة لراحة نفس المطران الدويهي بعد الظهر http://t.co/Z3FQCfbugR ',neu,,,,,
2108, إذا أردت التوقف عن القلق والبدء بداية جديدة إليك هذه النصيحة عدد نعمك وليس متاعبك وسلم أمرك لله ستدخل السكينة لقلبك ربي توكلنا عليك ',pos,,,,,
2110, #ThreeWordsHeWantsToHear الفطور جاهز حبيبي ',pos,,,,,
2111, كل البنقدر عليو. .نحلم بي بكره احسن..ماورديين لكن برضو ما مسودنها شديييد ',pos,,,,,
2114, للنجاح طعمٌ ونشوة لا يعرفها إلاّ الناجحون يارب نكووووون منهم يااااااااااااااااااااااااااااااارب ',pos,,,,,
2115, الله يوفق طلاب التوجيي وما يضيع لحدا تعب ويفرح اهاليهم بنجاحهم يا رب . ',pos,,,,,
2120, @AyhamOtoom صباح الخير أيهم  كل سنة وانت سالم ',pos,,,,,
2121, @ashgan_helwa رائعه ',pos,,,,,
2122," """"""اتندم على الساعه يلي فتت فيها الجامعه الهاشميه،"""""""" '",neg,,,,,
2123, أنت برة غزة ما دحشك في الضيعة الضايعة !! ',neg,,,,,
2124, @LinaAbdElhadii عظيم عظيم ',pos,,,,,
2125, يمكن انا الانسانة الوحيدة ع وجه هالارض اي حدا بتتعرف عليه ان كان بنت او شب بيتغير اخر شي مش عارفة ليش ',neg,,,,,
